0 0 0 0 0 0 0 0 8.40274e+09 -3.02689e+10 0 0 0 0 0 0 8.40274e+09 3.02689e+10 0 0 0 0 0 0 3.22228e+10 -3.43323e-05 2.50628e+11 2.24113e-05 -5.83138e+10 -3.53636e+10 -5.83138e+10 3.53636e+10 -9.15143e+10 -1.31231e+10 0 0 0 0 -9.15143e+10 1.31231e+10 
0 0 0 0 0 0 0 0 -3.02689e+10 -4.7533e+10 0 0 0 0 0 0 3.02689e+10 -4.7533e+10 0 0 0 0 0 0 3.43323e-05 -6.61161e+10 2.6226e-05 1.73187e+11 -3.53636e+10 -1.26111e+10 3.53636e+10 -1.26111e+10 -1.31231e+10 6.60867e+09 0 0 0 0 1.31231e+10 6.60867e+09 
0 0 0 0 0 0 0 0 0 0 0 0 -5.63905e+10 3.28561e+10 0 0 0 0 0 0 -5.63905e+10 -3.28561e+10 0 0 -5.83138e+10 3.53636e+10 -5.83138e+10 -3.53636e+10 2.02788e+11 -0.000120163 0 0 0 0 0 0 1.33104e+10 -3.87968e+09 1.33104e+10 3.87968e+09 
0 0 0 0 0 0 0 0 0 0 0 0 3.28561e+10 -1.68545e+09 0 0 0 0 0 0 -3.28561e+10 -1.68545e+09 0 0 3.53636e+10 -1.26111e+10 -3.53636e+10 -1.26111e+10 -0.000120163 2.24121e+11 0 0 0 0 0 0 -3.87968e+09 -9.77638e+10 3.87968e+09 -9.77638e+10 
0 0 0 0 0 0 0 0 0 0 -5.63905e+10 3.28561e+10 0 0 0 0 0 0 -5.63905e+10 -3.28561e+10 0 0 0 0 -5.83138e+10 -3.53636e+10 -5.83138e+10 3.53636e+10 0 0 2.02788e+11 3.8147e-05 1.33104e+10 -3.87968e+09 1.33104e+10 3.87968e+09 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 3.28561e+10 -1.68545e+09 0 0 0 0 0 0 -3.28561e+10 -1.68545e+09 0 0 0 0 -3.53636e+10 -1.26111e+10 3.53636e+10 -1.26111e+10 0 0 3.8147e-05 2.24121e+11 -3.87968e+09 -9.77638e+10 3.87968e+09 -9.77638e+10 0 0 0 0 
-2.59546e+10 -3.42817e+10 0 0 0 0 0 0 -2.98803e+10 4.07819e+10 0 0 0 0 0 0 0 0 -9.28847e+10 3.66873e+10 0 0 0 0 0 0 -9.15143e+10 -1.31231e+10 0 0 1.33104e+10 -3.87968e+09 2.26923e+11 -2.61847e+10 0 0 0 0 0 0 
-3.42817e+10 -2.64293e+10 0 0 0 0 0 0 4.07819e+10 -8.90703e+10 0 0 0 0 0 0 0 0 3.66873e+10 -1.7009e+10 0 0 0 0 0 0 -1.31231e+10 6.60867e+09 0 0 -3.87968e+09 -9.77638e+10 -2.61847e+10 2.23664e+11 0 0 0 0 0 0 
0 0 0 0 0 0 -2.59546e+10 3.42817e+10 0 0 -9.28847e+10 -3.66873e+10 0 0 0 0 0 0 0 0 0 0 -2.98803e+10 -4.07819e+10 -9.15143e+10 1.31231e+10 0 0 0 0 1.33104e+10 3.87968e+09 0 0 2.26923e+11 2.61847e+10 0 0 0 0 
0 0 0 0 0 0 3.42817e+10 -2.64293e+10 0 0 -3.66873e+10 -1.7009e+10 0 0 0 0 0 0 0 0 0 0 -4.07819e+10 -8.90703e+10 1.31231e+10 6.60867e+09 0 0 0 0 3.87968e+09 -9.77638e+10 0 0 2.61847e+10 2.23664e+11 0 0 0 0 
0 0 0 0 -2.59546e+10 -3.42817e+10 0 0 0 0 0 0 0 0 -2.98803e+10 4.07819e+10 0 0 0 0 -9.28847e+10 3.66873e+10 0 0 -9.15143e+10 -1.31231e+10 0 0 1.33104e+10 -3.87968e+09 0 0 0 0 0 0 2.26923e+11 -2.61847e+10 0 0 
0 0 0 0 -3.42817e+10 -2.64293e+10 0 0 0 0 0 0 0 0 4.07819e+10 -8.90703e+10 0 0 0 0 3.66873e+10 -1.7009e+10 0 0 -1.31231e+10 6.60867e+09 0 0 -3.87968e+09 -9.77638e+10 0 0 0 0 0 0 -2.61847e+10 2.23664e+11 0 0 
0 0 -2.59546e+10 3.42817e+10 0 0 0 0 0 0 0 0 -9.28847e+10 -3.66873e+10 0 0 -2.98803e+10 -4.07819e+10 0 0 0 0 0 0 0 0 -9.15143e+10 1.31231e+10 1.33104e+10 3.87968e+09 0 0 0 0 0 0 0 0 2.26923e+11 2.61847e+10 
0 0 3.42817e+10 -2.64293e+10 0 0 0 0 0 0 0 0 -3.66873e+10 -1.7009e+10 0 0 -4.07819e+10 -8.90703e+10 0 0 0 0 0 0 0 0 1.31231e+10 6.60867e+09 3.87968e+09 -9.77638e+10 0 0 0 0 0 0 0 0 2.61847e+10 2.23664e+11 
