5.01491e+10 2.074e+10 0 0 0 0 0 0 -3.59287e+10 1.717e+10 0 0 0 0 0 0 0 0 1.17341e+10 -3.62828e+09 0 0 0 0 0 0 0 0 0 0 0 0 -2.59546e+10 -3.42817e+10 0 0 0 0 0 0 
2.074e+10 4.99608e+10 0 0 0 0 0 0 -4.05199e+09 1.17414e+10 0 0 0 0 0 0 0 0 1.75937e+10 -3.52728e+10 0 0 0 0 0 0 0 0 0 0 0 0 -3.42817e+10 -2.64293e+10 0 0 0 0 0 0 
0 0 5.01491e+10 -2.074e+10 0 0 0 0 0 0 0 0 1.17341e+10 3.62828e+09 0 0 -3.59287e+10 -1.717e+10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2.59546e+10 3.42817e+10 
0 0 -2.074e+10 4.99608e+10 0 0 0 0 0 0 0 0 -1.75937e+10 -3.52728e+10 0 0 4.05199e+09 1.17414e+10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.42817e+10 -2.64293e+10 
0 0 0 0 5.01491e+10 2.074e+10 0 0 0 0 0 0 0 0 -3.59287e+10 1.717e+10 0 0 0 0 1.17341e+10 -3.62828e+09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2.59546e+10 -3.42817e+10 0 0 
0 0 0 0 2.074e+10 4.99608e+10 0 0 0 0 0 0 0 0 -4.05199e+09 1.17414e+10 0 0 0 0 1.75937e+10 -3.52728e+10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3.42817e+10 -2.64293e+10 0 0 
0 0 0 0 0 0 5.01491e+10 -2.074e+10 0 0 1.17341e+10 3.62828e+09 0 0 0 0 0 0 0 0 0 0 -3.59287e+10 -1.717e+10 0 0 0 0 0 0 0 0 0 0 -2.59546e+10 3.42817e+10 0 0 0 0 
0 0 0 0 0 0 -2.074e+10 4.99608e+10 0 0 -1.75937e+10 -3.52728e+10 0 0 0 0 0 0 0 0 0 0 4.05199e+09 1.17414e+10 0 0 0 0 0 0 0 0 0 0 3.42817e+10 -2.64293e+10 0 0 0 0 
-3.59287e+10 -4.05199e+09 0 0 0 0 0 0 1.06758e+11 -1.7072e+10 0 0 0 0 0 0 -4.93519e+10 1.0611e+10 0 0 0 0 0 0 0 0 8.40274e+09 -3.02689e+10 0 0 0 0 -2.98803e+10 4.07819e+10 0 0 0 0 0 0 
1.717e+10 1.17414e+10 0 0 0 0 0 0 -1.7072e+10 1.16847e+11 0 0 0 0 0 0 -1.0611e+10 8.01473e+09 0 0 0 0 0 0 0 0 -3.02689e+10 -4.7533e+10 0 0 0 0 4.07819e+10 -8.90703e+10 0 0 0 0 0 0 
0 0 0 0 0 0 1.17341e+10 -1.75937e+10 0 0 1.25135e+11 1.08139e+10 0 0 0 0 0 0 1.24064e+10 1.0611e+10 0 0 0 0 0 0 0 0 0 0 -5.63905e+10 3.28561e+10 0 0 -9.28847e+10 -3.66873e+10 0 0 0 0 
0 0 0 0 0 0 3.62828e+09 -3.52728e+10 0 0 1.08139e+10 9.34373e+10 0 0 0 0 0 0 -1.0611e+10 -3.947e+10 0 0 0 0 0 0 0 0 0 0 3.28561e+10 -1.68545e+09 0 0 -3.66873e+10 -1.7009e+10 0 0 0 0 
0 0 1.17341e+10 -1.75937e+10 0 0 0 0 0 0 0 0 1.25135e+11 1.08139e+10 0 0 0 0 0 0 1.24064e+10 1.0611e+10 0 0 0 0 0 0 -5.63905e+10 3.28561e+10 0 0 0 0 0 0 0 0 -9.28847e+10 -3.66873e+10 
0 0 3.62828e+09 -3.52728e+10 0 0 0 0 0 0 0 0 1.08139e+10 9.34373e+10 0 0 0 0 0 0 -1.0611e+10 -3.947e+10 0 0 0 0 0 0 3.28561e+10 -1.68545e+09 0 0 0 0 0 0 0 0 -3.66873e+10 -1.7009e+10 
0 0 0 0 -3.59287e+10 -4.05199e+09 0 0 0 0 0 0 0 0 1.06758e+11 -1.7072e+10 0 0 0 0 0 0 -4.93519e+10 1.0611e+10 8.40274e+09 -3.02689e+10 0 0 0 0 0 0 0 0 0 0 -2.98803e+10 4.07819e+10 0 0 
0 0 0 0 1.717e+10 1.17414e+10 0 0 0 0 0 0 0 0 -1.7072e+10 1.16847e+11 0 0 0 0 0 0 -1.0611e+10 8.01473e+09 -3.02689e+10 -4.7533e+10 0 0 0 0 0 0 0 0 0 0 4.07819e+10 -8.90703e+10 0 0 
0 0 -3.59287e+10 4.05199e+09 0 0 0 0 -4.93519e+10 -1.0611e+10 0 0 0 0 0 0 1.06758e+11 1.7072e+10 0 0 0 0 0 0 0 0 8.40274e+09 3.02689e+10 0 0 0 0 0 0 0 0 0 0 -2.98803e+10 -4.07819e+10 
0 0 -1.717e+10 1.17414e+10 0 0 0 0 1.0611e+10 8.01473e+09 0 0 0 0 0 0 1.7072e+10 1.16847e+11 0 0 0 0 0 0 0 0 3.02689e+10 -4.7533e+10 0 0 0 0 0 0 0 0 0 0 -4.07819e+10 -8.90703e+10 
1.17341e+10 1.75937e+10 0 0 0 0 0 0 0 0 1.24064e+10 -1.0611e+10 0 0 0 0 0 0 1.25135e+11 -1.08139e+10 0 0 0 0 0 0 0 0 0 0 -5.63905e+10 -3.28561e+10 -9.28847e+10 3.66873e+10 0 0 0 0 0 0 
-3.62828e+09 -3.52728e+10 0 0 0 0 0 0 0 0 1.0611e+10 -3.947e+10 0 0 0 0 0 0 -1.08139e+10 9.34373e+10 0 0 0 0 0 0 0 0 0 0 -3.28561e+10 -1.68545e+09 3.66873e+10 -1.7009e+10 0 0 0 0 0 0 
0 0 0 0 1.17341e+10 1.75937e+10 0 0 0 0 0 0 1.24064e+10 -1.0611e+10 0 0 0 0 0 0 1.25135e+11 -1.08139e+10 0 0 0 0 0 0 -5.63905e+10 -3.28561e+10 0 0 0 0 0 0 -9.28847e+10 3.66873e+10 0 0 
0 0 0 0 -3.62828e+09 -3.52728e+10 0 0 0 0 0 0 1.0611e+10 -3.947e+10 0 0 0 0 0 0 -1.08139e+10 9.34373e+10 0 0 0 0 0 0 -3.28561e+10 -1.68545e+09 0 0 0 0 0 0 3.66873e+10 -1.7009e+10 0 0 
0 0 0 0 0 0 -3.59287e+10 4.05199e+09 0 0 0 0 0 0 -4.93519e+10 -1.0611e+10 0 0 0 0 0 0 1.06758e+11 1.7072e+10 8.40274e+09 3.02689e+10 0 0 0 0 0 0 0 0 -2.98803e+10 -4.07819e+10 0 0 0 0 
0 0 0 0 0 0 -1.717e+10 1.17414e+10 0 0 0 0 0 0 1.0611e+10 8.01473e+09 0 0 0 0 0 0 1.7072e+10 1.16847e+11 3.02689e+10 -4.7533e+10 0 0 0 0 0 0 0 0 -4.07819e+10 -8.90703e+10 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.40274e+09 -3.02689e+10 0 0 0 0 0 0 8.40274e+09 3.02689e+10 2.50628e+11 -3.43323e-05 3.22228e+10 3.24249e-05 -5.83138e+10 3.53636e+10 -5.83138e+10 -3.53636e+10 0 0 -9.15143e+10 1.31231e+10 -9.15143e+10 -1.31231e+10 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3.02689e+10 -4.7533e+10 0 0 0 0 0 0 3.02689e+10 -4.7533e+10 -3.62396e-05 1.73187e+11 -3.43323e-05 -6.61161e+10 3.53636e+10 -1.26111e+10 -3.53636e+10 -1.26111e+10 0 0 1.31231e+10 6.60867e+09 -1.31231e+10 6.60867e+09 0 0 
