5
0.01 0
0.02 0
0.02 0.01
0.01 0.01
0.01 0
49
0.01 0
0.01 0.00166667
0.01 0.00333333
0.01 0.005
0.01 0.00666667
0.01 0.00833333
0.01 0.01
0.0116667 0
0.0116667 0.00166667
0.0116667 0.00333333
0.0116667 0.005
0.0116667 0.00666667
0.0116667 0.00833333
0.0116667 0.01
0.0133333 0
0.0133333 0.00166667
0.0133333 0.00333333
0.0133333 0.005
0.0133333 0.00666667
0.0133333 0.00833333
0.0133333 0.01
0.015 0
0.015 0.00166667
0.015 0.00333333
0.015 0.005
0.015 0.00666667
0.015 0.00833333
0.015 0.01
0.0166667 0
0.0166667 0.00166667
0.0166667 0.00333333
0.0166667 0.005
0.0166667 0.00666667
0.0166667 0.00833333
0.0166667 0.01
0.0183333 0
0.0183333 0.00166667
0.0183333 0.00333333
0.0183333 0.005
0.0183333 0.00666667
0.0183333 0.00833333
0.0183333 0.01
0.02 0
0.02 0.00166667
0.02 0.00333333
0.02 0.005
0.02 0.00666667
0.02 0.00833333
0.02 0.01
72
28 22 21
22 28 29
5 13 6
13 5 12
13 19 20
19 13 12
23 17 16
17 23 24
15 23 16
23 15 22
11 5 4
5 11 12
19 11 18
11 19 12
26 34 27
34 26 33
20 26 27
19 26 20
28 36 29
35 36 28
36 35 42
43 36 42
30 22 29
30 23 22
23 30 24
30 31 24
8 2 1
2 8 9
8 15 16
8 16 9
17 10 16
16 10 9
2 10 3
10 2 9
11 10 18
10 17 18
10 4 3
10 11 4
25 17 24
17 25 18
31 25 24
25 31 32
25 19 18
25 26 19
26 25 33
33 25 32
40 34 33
34 40 41
37 43 44
37 36 43
37 44 45
38 37 45
36 37 29
37 30 29
30 37 31
37 38 31
22 14 21
15 14 22
41 47 48
40 47 41
46 39 45
39 38 45
31 39 32
38 39 31
39 47 40
47 39 46
39 33 32
39 40 33
7 1 0
7 8 1
8 7 15
7 14 15
