-19.4665 32.8054 
-18.4617 31.8 
-17.5137 30.8515 
-16.6184 29.9556 
-15.7719 29.1087 
-14.9707 28.3071 
-14.2117 27.5477 
-13.4919 26.8276 
-12.8088 26.1441 
-12.1597 25.4948 
-11.5426 24.8774 
-10.9554 24.2899 
-10.3961 23.7304 
-9.86298 23.1971 
-9.35449 22.6884 
-8.86896 22.2029 
-8.40531 21.7391 
-7.96211 21.2958 
-7.53818 20.8717 
-7.13241 20.4658 
-6.74378 20.077 
-6.37135 19.7045 
-6.01422 19.3472 
-5.67156 19.0045 
-5.34261 18.6754 
-5.02664 18.3594 
-4.72298 18.0556 
-4.431 17.7636 
-4.1501 17.4826 
-3.87974 17.2122 
-3.61938 16.9518 
-3.36855 16.7009 
-3.12679 16.459 
-2.89366 16.2259 
-2.66876 16.0009 
-2.4517 15.7838 
-2.24213 15.5742 
-2.0397 15.3717 
-1.84409 15.1761 
-1.655 14.9869 
-1.47214 14.8041 
-1.29525 14.6271 
-1.12406 14.4559 
-0.958338 14.2902 
-0.797847 14.1296 
-0.64237 13.9741 
-0.491701 13.8234 
-0.345644 13.6774 
-0.204013 13.5357 
-0.0666303 13.3983 
