-19.8667 33.1981 
-19.604 32.9354 
-19.3452 32.6766 
-19.0902 32.4216 
-18.8389 32.1703 
-18.5913 31.9227 
-18.3472 31.6787 
-18.1067 31.4382 
-17.8697 31.2011 
-17.636 30.9674 
-17.4057 30.7371 
-17.1786 30.51 
-16.9547 30.2861 
-16.734 30.0653 
-16.5163 29.8477 
-16.3017 29.633 
-16.09 29.4213 
-15.8812 29.2126 
-15.6753 29.0067 
-15.4722 28.8036 
-15.2719 28.6032 
-15.0743 28.4056 
-14.8793 28.2106 
-14.6869 28.0182 
-14.4971 27.8284 
-14.3098 27.6411 
-14.125 27.4563 
-13.9427 27.274 
-13.7627 27.094 
-13.5851 26.9163 
-13.4094 26.7412 
-13.2363 26.5681 
-13.0655 26.3973 
-12.8968 26.2286 
-12.7304 26.0621 
-12.566 25.8978 
-12.4037 25.7355 
-12.2435 25.5752 
-12.0852 25.417 
-11.929 25.2607 
-11.7746 25.1064 
-11.6223 24.954 
-11.4717 24.8035 
-11.3231 24.6548 
-11.1762 24.508 
-11.0312 24.3629 
-10.8879 24.2196 
-10.7463 24.078 
-10.6065 23.9382 
-10.4683 23.8 
-10.3318 23.6635 
-10.1969 23.5286 
-10.0636 23.3953 
-9.93183 23.2635 
-9.80166 23.1334 
-9.67301 23.0047 
-9.54586 22.8776 
-9.42019 22.7519 
-9.29597 22.6277 
-9.17319 22.5049 
-9.05182 22.3835 
-8.93184 22.2635 
-8.81323 22.1449 
-8.69597 22.0276 
-8.58003 21.9117 
-8.4654 21.7971 
-8.35206 21.6837 
-8.23999 21.5717 
-8.12917 21.4608 
-8.01957 21.3512 
-7.9112 21.2429 
-7.80401 21.1357 
-7.69801 21.0297 
-7.59317 20.9248 
-7.48946 20.8211 
-7.38689 20.7185 
-7.28543 20.6171 
-7.18506 20.5167 
-7.08577 20.4174 
-6.98755 20.3192 
-6.89006 20.2222 
-6.79392 20.126 
-6.69879 20.0309 
-6.60468 19.9368 
-6.51155 19.8437 
-6.4194 19.7515 
-6.32821 19.6603 
-6.23798 19.5701 
-6.14868 19.4808 
-6.0603 19.3924 
-5.97283 19.3049 
-5.88627 19.2184 
-5.80059 19.1327 
-5.71578 19.0479 
-5.63184 18.9639 
-5.54875 18.8808 
-5.46649 18.7986 
-5.38507 18.7172 
-5.30446 18.6365 
-5.22466 18.5567 
-5.14565 18.4777 
-5.06743 18.3995 
-4.98998 18.3221 
-4.91329 18.2454 
-4.83737 18.1694 
-4.76218 18.0943 
-4.68773 18.0198 
-4.61401 17.9461 
-4.541 17.8731 
-4.46869 17.8008 
-4.39709 17.7292 
-4.32617 17.6582 
-4.25593 17.588 
-4.18637 17.5184 
-4.11747 17.4495 
-4.04922 17.3813 
-3.98161 17.3137 
-3.91465 17.2467 
-3.84831 17.1804 
-3.7826 17.1147 
-3.7175 17.0496 
-3.653 16.9851 
-3.58911 16.9212 
-3.52581 16.8579 
-3.46309 16.7951 
-3.40095 16.733 
-3.33938 16.6714 
-3.27837 16.6104 
-3.21792 16.55 
-3.15801 16.4901 
-3.09837 16.4309 
-3.03954 16.372 
-2.98125 16.3137 
-2.92348 16.256 
-2.86623 16.1987 
-2.80949 16.142 
-2.75326 16.0857 
-2.69752 16.03 
-2.64228 15.9748 
-2.58752 15.92 
-2.53325 15.8657 
-2.47945 15.8119 
-2.42612 15.7586 
-2.37326 15.7057 
-2.32086 15.6533 
-2.26891 15.6014 
-2.21741 15.5499 
-2.16636 15.4988 
-2.11574 15.4482 
-2.06556 15.398 
-2.0158 15.3483 
-1.96647 15.2989 
-1.91756 15.25 
-1.86907 15.2015 
-1.82098 15.1535 
-1.7733 15.1058 
-1.72602 15.0585 
-1.67914 15.0116 
-1.63265 14.9651 
-1.58654 14.919 
-1.54082 14.8733 
-1.49548 14.8279 
-1.45051 14.783 
-1.40591 14.7384 
-1.36168 14.6941 
-1.31781 14.6503 
-1.27431 14.6068 
-1.23115 14.5636 
-1.18835 14.5208 
-1.14589 14.4784 
-1.10378 14.4362 
-1.062 14.3945 
-1.02056 14.353 
-0.979459 14.3119 
-0.938682 14.2711 
-0.898231 14.2307 
-0.858101 14.1906 
-0.81829 14.1508 
-0.778794 14.1113 
-0.73961 14.0721 
-0.700735 14.0332 
-0.662165 13.9946 
-0.623897 13.9564 
-0.585927 13.9184 
-0.548254 13.8807 
-0.510874 13.8433 
-0.473783 13.8062 
-0.436979 13.7694 
-0.400459 13.7329 
-0.36422 13.6967 
-0.328259 13.6607 
-0.292573 13.625 
-0.257159 13.5896 
-0.222015 13.5545 
-0.187138 13.5196 
-0.152526 13.485 
-0.118174 13.4506 
-0.0840822 13.4165 
-0.0502463 13.3827 
-0.0166642 13.3491 
