-19.4778 32.7408
-18.4736 31.7366
-17.5262 30.7892
-16.6315 29.8945
-15.7856 29.0486
-14.985 28.248
-14.2265 27.4895
-13.5073 26.7703
-12.8246 26.0876
-12.1761 25.439
-11.5594 24.8224
-10.9726 24.2356
-10.4138 23.6767
-9.88109 23.1441
-9.37301 22.636
-8.88802 22.151
-8.42475 21.6877
-7.98192 21.2449
-7.55835 20.8213
-7.15292 20.4159
-6.73463 20.0432
-6.36272 19.6713
-6.00609 19.3147
-5.66391 18.9725
-5.33543 18.644
-5.01991 18.3285
-4.71668 18.0253
-4.42512 17.7337
-4.14463 17.4532
-3.87465 17.1833
-3.61468 16.9233
-3.36422 16.6728
-3.12281 16.4314
-2.89002 16.1986
-2.66545 15.974
-2.44871 15.7573
-2.23944 15.548
-2.03731 15.3459
-1.842 15.1506
-1.65319 14.9618
-1.47061 14.7792
-1.29398 14.6026
-1.12305 14.4316
-0.957573 14.2662
-0.797324 14.1059
-0.642081 13.9507
-0.491641 13.8002
-0.345805 13.6544
-0.204389 13.513
-0.0672151 13.3758
