          15
  0.0000000E+00  0.0000000E+00
   1.500000      0.0000000E+00
   1.500000       3.000000    
  0.0000000E+00   3.000000    
  0.0000000E+00  0.6000000    
   1.000000      0.6000000    
   1.000000      0.8000000    
  0.0000000E+00  0.8000000    
  0.0000000E+00   1.000000    
   1.000000       1.000000    
   1.000000       2.500000    
  0.0000000E+00   2.500000    
   1.500000      0.6000000    
   1.500000      0.8000000    
   1.500000       1.000000    
           4           1           1   1   1
           
           4           5           6           7           8
           4           9          10          11          12     
           4           6          13          14           7
           6           8          7           14          15         10       9
