-11.4035 -22.7024 0.585542 
-11.2546 -22.785 0.188795 
-11.2678 -22.7487 0.0696046 
-11.1352 -22.2253 0.465376 
-11.566 -22.4012 1.75322 
-11.2025 -22.6097 0.00416607 
-11.2681 -21.8206 0.632663 
-11.3346 -21.9386 0.0515361 
-12.6171 -24.8568 6.85553 
-9.39049 -19.9171 0.133823 
-11.2671 -22.0916 0.24556 
-11.3204 -22.6638 0.268977 
-11.4492 -21.5538 0.0996481 
-11.437 -21.2652 0.56587 
-11.6327 -21.3989 0.742386 
-10.9519 -20.1461 0.0878967 
-11.1263 -21.7364 1.04212 
-11.3132 -20.466 1.1064 
-11.3504 -21.4664 0.39854 
-11.4105 -21.3655 -0.00286708 
-11.6918 -27.1268 4.05763 
-12.3172 -21.9272 4.61045 
-10.4072 -19.8766 6.89804 
-11.57 -21.7075 1.45557 
-11.1754 -20.1046 0.413536 
-10.4595 -21.3157 5.44719 
-11.3088 -19.9832 0.0438561 
-11.7385 -20.8173 0.0407079 
-9.34485 -19.8486 -0.00521113 
-11.7149 -21.1698 0.119257 
-11.8952 -21.521 -2.37801 
-11.1879 -20.0845 -2.18852 
-11.2957 -19.9906 -0.979439 
-11.1036 -20.8739 -3.06694 
-11.4992 -23.0602 -1.50368 
-12.31 -21.9237 -4.57712 
-11.9524 -24.3427 -4.63163 
-11.6955 -21.2914 -1.00924 
-11.703 -23.7324 -3.20717 
-11.4522 -22.838 -0.983758 
-11.3104 -21.4417 0.919366 
-11.362 -21.9754 -0.490789 
-11.7335 -21.0548 -0.470766 
-11.4062 -21.4861 -0.13023 
-11.4589 -21.6255 -0.74755 
-11.3504 -21.7034 -0.254121 
-11.2687 -22.0926 -0.237113 
-11.0895 -22.1451 -0.78999 
-11.2546 -22.7996 -0.199452 
-11.1479 -22.5411 0.130892 
-11.4398 -22.8501 0.982043 
-11.0789 -22.508 0.296311 
-11.2056 -22.4685 0.202024 
-11.3461 -22.2322 0.298492 
-11.458 -22.3273 0.875248 
-11.2589 -22.2896 0.0422886 
-11.353 -21.6887 0.258008 
-11.4342 -21.4611 0.00982812 
-11.3573 -21.5269 -0.38467 
-11.5386 -21.57 0.34573 
-11.4473 -21.6594 0.310101 
-11.4892 -21.5082 0.105165 
-11.5414 -21.8527 -1.12801 
-11.4116 -21.7981 0.212315 
-11.3473 -21.9555 0.51047 
-11.4016 -21.6153 0.0271991 
-11.4059 -21.4698 0.122433 
-11.0926 -21.5774 1.47666 
-11.4611 -21.8687 0.797114 
-11.3788 -21.7561 0.719319 
-11.346 -21.2052 0.395473 
-11.5125 -21.5337 0.527509 
-11.152 -21.7605 -0.997818 
-11.3758 -20.7861 0.77768 
-11.5507 -21.483 -0.0222193 
-10.4722 -21.5675 3.88517 
-11.5929 -21.8386 1.10464 
-11.1101 -20.9217 3.15393 
-11.2719 -21.223 1.28299 
-11.0536 -21.431 2.03913 
-11.0649 -22.6857 0.50337 
-11.4742 -23.0833 1.51581 
-11.0921 -22.1618 0.77606 
-10.8612 -22.0393 1.88212 
-11.5004 -22.3647 1.26684 
-11.263 -22.9245 0.366027 
-10.9862 -22.0998 1.26021 
-10.9379 -22.7989 0.803238 
-11.267 -23.2184 0.579285 
-11.5412 -23.4167 2.24091 
-11.2712 -23.6614 0.938463 
-10.7779 -22.9907 1.26639 
-11.6967 -23.7732 3.23872 
-11.3182 -24.3352 1.50545 
-11.6816 -22.2261 2.96851 
-10.7407 -21.9673 2.71254 
-11.5908 -21.7142 3.44564 
-11.951 -24.4137 4.69302 
-10.4967 -23.1625 2.0384 
-10.0681 -23.3661 3.31933 
-11.4391 -25.46 2.46963 
-9.10696 -23.2316 5.66725 
-15.2048 -40.0807 12.966 
-16.4826 -26.8838 16.7824 
-12.376 -30.8238 7.08139 
-11.5032 -16.9971 5.65521 
-10.4309 -20.6362 2.39652 
-14.9267 -26.6687 10.5454 
-7.13625 -22.8726 10.4507 
-11.6135 -19.9819 1.48795 
-11.8938 -21.2544 3.45609 
-11.1163 -19.8691 3.04096 
-11.7612 -21.0587 0.551919 
-9.67571 -20.1152 0.655334 
-11.6489 -20.8452 2.27334 
-11.0691 -20.3704 0.876214 
-11.5901 -20.7385 -1.67796 
-11.1057 -19.7876 1.46113 
-10.9246 -20.2854 0.0038412 
-11.1752 -20.081 2.31004 
-11.4886 -20.5786 0.553672 
-11.1295 -19.8824 0.437316 
-11.4802 -20.5668 -0.499061 
-11.6089 -20.786 1.72985 
-11.277 -20.1692 -0.495806 
-11.297 -19.9862 1.06772 
-11.1073 -21.3575 2.61065 
-11.8373 -21.0425 1.23155 
-11.8952 -21.5392 2.50544 
-11.2893 -21.0438 1.58636 
-11.5539 -22.3447 2.31322 
-11.5025 -21.3337 1.73361 
-11.2991 -20.3781 1.77166 
-11.7618 -21.3816 1.05592 
-11.7518 -21.2633 1.71275 
-11.2954 -20.1607 0.623427 
-11.3472 -20.4247 0.118936 
-11.3897 -21.0287 0.127396 
-11.4463 -21.2409 -1.65853 
-11.4197 -20.8595 -0.0753743 
-11.6718 -22.1707 -2.88769 
-11.5782 -21.6674 -1.44165 
-11.0682 -21.4313 -2.02057 
-11.7796 -21.2845 -1.5802 
-11.1301 -21.3531 -2.55067 
-11.8137 -20.9971 -1.15821 
-11.308 -20.3719 -1.65916 
-11.3349 -20.4665 -1.0323 
-11.3191 -21.0616 -1.57092 
-10.8562 -20.1526 0.00378045 
-11.1269 -19.8803 -0.394498 
-9.34208 -19.8489 -0.0289889 
-11.0581 -20.3605 -0.864605 
-10.9475 -20.1404 -0.0709163 
-9.38574 -19.9211 -0.161124 
-11.605 -21.7157 -3.36691 
-11.6479 -20.8266 -2.25061 
-10.4802 -21.5183 -3.84923 
-11.1552 -20.0936 -0.378162 
-11.1053 -19.7802 -1.40403 
-9.68512 -20.1226 -0.672955 
-11.8745 -21.2219 -3.37413 
-10.4161 -19.8596 -6.81875 
-11.1109 -19.8634 -2.96982 
-11.5945 -19.9699 -1.4496 
-10.4413 -20.6395 -2.4009 
-11.5147 -17.0256 -5.5754 
-7.14675 -22.8456 -10.4191 
-16.4605 -26.8373 -16.7199 
-14.9072 -26.6254 -10.4586 
-10.4678 -21.26 -5.37355 
-15.2246 -40.0785 -12.8995 
-12.397 -30.8031 -7.04652 
-9.09774 -23.1775 -5.65815 
-11.7086 -27.1188 -4.03382 
-12.6128 -24.8046 -6.76735 
-10.0556 -23.3104 -3.3314 
-11.5046 -22.3115 -1.20888 
-10.7588 -21.9398 -2.70165 
-11.5363 -22.2912 -2.27503 
-11.5631 -23.386 -2.2237 
-11.3437 -24.3444 -1.50762 
-10.4864 -23.1161 -2.06249 
-11.4611 -25.4534 -2.45794 
-10.7844 -22.9742 -1.29984 
-11.0559 -22.6583 -0.520781 
-11.2933 -23.6624 -0.960818 
-11.2862 -23.2261 -0.598851 
-11.4398 -22.3205 -0.838997 
-10.9817 -22.0456 -1.26664 
-11.2965 -21.3441 -1.23083 
-11.6025 -22.3942 -1.7038 
-10.8876 -22.0165 -1.87249 
-10.9248 -22.7481 -0.841394 
-11.3689 -21.031 -0.327912 
-11.567 -21.4476 -0.279873 
-11.4877 -21.3394 -0.830629 
-11.6137 -21.4615 0.152127 
-11.4999 -21.1503 -0.835693 
-11.6663 -21.3406 -0.108629 
-11.4155 -21.8104 -0.647517 
-11.4093 -21.2074 -0.028927 
-11.5264 -21.4552 -0.798404 
-11.3881 -21.7485 -0.680506 
-11.3767 -21.2733 -0.397626 
-11.3809 -21.31 -0.144575 
-11.132 -21.5865 -1.39965 
-11.3084 -21.3436 -0.867162 
-11.3333 -21.9507 -0.0513843 
-11.3362 -22.2148 -0.288468 
-11.4807 -21.5046 -0.1248 
-11.3623 -21.2714 0.153007 
-11.5299 -21.5723 -0.371099 
-11.4368 -21.5461 -0.0950301 
-11.4688 -21.4791 0.000413709 
-11.4006 -21.6196 -0.0248944 
-11.4331 -21.4608 -0.00979687 
-11.3979 -21.7906 -0.201768 
-11.4214 -21.658 -0.299866 
-11.1984 -22.4667 -0.210499 
