1188 207
 0.00000000000000E+0000  0.00000000000000E+0000
 1.50000000000000E+0000  0.00000000000000E+0000
 1.50000000000000E+0000  3.00000000000000E+0000
 0.00000000000000E+0000  3.00000000000000E+0000
 0.00000000000000E+0000  6.00000000000000E-0001
 1.00000000000000E+0000  6.00000000000000E-0001
 1.00000000000000E+0000  8.00000000000000E-0001
 0.00000000000000E+0000  8.00000000000000E-0001
 0.00000000000000E+0000  1.00000000000000E+0000
 1.00000000000000E+0000  1.00000000000000E+0000
 1.00000000000000E+0000  2.50000000000000E+0000
 0.00000000000000E+0000  2.50000000000000E+0000
 1.50000000000000E+0000  6.00000000000000E-0001
 1.50000000000000E+0000  8.00000000000000E-0001
 1.50000000000000E+0000  1.00000000000000E+0000
 7.69230769230769E-0002  6.00000000000000E-0001
 1.53846153846154E-0001  6.00000000000000E-0001
 2.30769230769231E-0001  6.00000000000000E-0001
 3.07692307692308E-0001  6.00000000000000E-0001
 3.84615384615385E-0001  6.00000000000000E-0001
 4.61538461538462E-0001  6.00000000000000E-0001
 5.38461538461538E-0001  6.00000000000000E-0001
 6.15384615384615E-0001  6.00000000000000E-0001
 6.92307692307692E-0001  6.00000000000000E-0001
 7.69230769230769E-0001  6.00000000000000E-0001
 8.46153846153846E-0001  6.00000000000000E-0001
 9.23076923076923E-0001  6.00000000000000E-0001
 1.00000000000000E+0000  6.66666666666667E-0001
 1.00000000000000E+0000  7.33333333333333E-0001
 9.23076923076923E-0001  8.00000000000000E-0001
 8.46153846153846E-0001  8.00000000000000E-0001
 7.69230769230769E-0001  8.00000000000000E-0001
 6.92307692307692E-0001  8.00000000000000E-0001
 6.15384615384615E-0001  8.00000000000000E-0001
 5.38461538461538E-0001  8.00000000000000E-0001
 4.61538461538462E-0001  8.00000000000000E-0001
 3.84615384615385E-0001  8.00000000000000E-0001
 3.07692307692308E-0001  8.00000000000000E-0001
 2.30769230769231E-0001  8.00000000000000E-0001
 1.53846153846154E-0001  8.00000000000000E-0001
 7.69230769230769E-0002  8.00000000000000E-0001
 0.00000000000000E+0000  7.33333333333333E-0001
 0.00000000000000E+0000  6.66666666666667E-0001
 7.69230769230769E-0002  1.00000000000000E+0000
 1.53846153846154E-0001  1.00000000000000E+0000
 2.30769230769231E-0001  1.00000000000000E+0000
 3.07692307692308E-0001  1.00000000000000E+0000
 3.84615384615385E-0001  1.00000000000000E+0000
 4.61538461538462E-0001  1.00000000000000E+0000
 5.38461538461538E-0001  1.00000000000000E+0000
 6.15384615384615E-0001  1.00000000000000E+0000
 6.92307692307692E-0001  1.00000000000000E+0000
