1022
1 323 5 0
323 2 7 0
2 324 465 0
324 3 472 0
3 325 476 0
325 4 1757 0
4 326 1761 0
326 5 1765 0
5 327 1769 0
327 6 1773 0
6 328 1777 0
328 7 1781 0
7 329 1785 0
329 8 1789 0
8 330 1793 0
330 9 1797 0
9 331 1801 0
331 10 1805 0
10 332 1809 0
332 11 1813 0
11 333 1817 0
333 12 1821 0
12 334 1825 0
334 13 1829 0
13 335 1831 0
335 14 2431 0
14 336 2435 0
336 15 2439 0
15 337 2443 0
337 16 2447 0
16 338 2451 0
338 17 2455 0
17 339 2459 0
339 18 2463 0
18 340 2467 0
340 19 4217 0
19 341 2473 0
341 20 2474 0
20 342 2479 0
342 21 4219 0
21 343 4221 0
343 22 2481 0
22 344 2483 0
344 23 2485 0
23 345 2487 0
345 24 2489 0
24 346 2491 0
346 25 2493 0
25 347 2495 0
347 26 2497 0
26 348 2499 0
348 27 2501 0
27 349 2503 0
349 28 2505 0
28 350 2507 0
350 29 2509 0
29 351 2511 0
351 30 2513 0
30 352 2515 0
352 31 2517 0
31 353 2519 0
353 32 2521 0
32 354 2523 0
354 33 2526 0
33 355 2530 0
355 34 2534 0
34 356 2538 0
356 35 2542 0
35 357 2546 0
357 36 2550 0
36 358 2554 0
358 37 2558 0
37 359 2562 0
359 38 2566 0
38 360 4223 0
360 39 2572 0
39 361 2573 0
361 40 2578 0
40 362 4225 0
362 41 4227 0
41 363 2580 0
363 42 2582 0
42 364 2584 0
364 43 2586 0
43 365 2588 0
365 44 2590 0
44 366 2592 0
366 45 2594 0
45 367 2596 0
367 46 2598 0
46 368 2600 0
368 47 2602 0
47 369 2604 0
369 48 2606 0
48 370 2608 0
370 49 2610 0
49 371 2612 0
371 50 2614 0
50 372 2616 0
372 51 2618 0
51 373 2620 0
373 52 2622 0
52 374 2624 0
374 53 2627 0
53 375 2628 0
375 54 2631 0
54 376 2632 0
376 55 2635 0
55 377 2636 0
377 56 2639 0
56 378 2643 0
378 57 2647 0
57 379 2651 0
379 58 2655 0
58 380 4235 0
380 59 2661 0
59 381 2662 0
381 60 2667 0
60 382 4237 0
382 61 4239 0
61 383 2669 0
383 62 2671 0
62 384 2673 0
384 63 2675 0
63 385 2677 0
385 64 2679 0
64 386 2681 0
386 65 2683 0
65 387 2685 0
387 66 2687 0
66 388 2689 0
388 67 2691 0
67 389 2693 0
389 68 2695 0
68 390 2697 0
390 69 2699 0
69 391 2701 0
391 70 2703 0
70 392 2705 0
392 71 2707 0
71 393 2709 0
393 72 2711 0
72 394 2714 0
394 73 2718 0
73 395 2722 0
395 74 2726 0
74 396 2730 0
396 75 2734 0
75 397 2738 0
397 76 2742 0
76 398 2746 0
398 77 2750 0
77 399 2754 0
399 78 4241 0
78 400 2760 0
400 79 2761 0
79 401 2766 0
401 80 4243 0
80 402 4245 0
402 81 2768 0
81 403 2770 0
403 82 2772 0
82 404 2774 0
404 83 2776 0
83 405 2778 0
405 84 2780 0
84 406 2782 0
406 85 2784 0
85 407 2786 0
407 86 2788 0
86 408 2790 0
408 87 2792 0
87 409 2794 0
409 88 2796 0
88 410 2798 0
410 89 2800 0
89 411 2802 0
411 90 2804 0
90 412 2806 0
412 91 2808 0
91 413 2810 0
413 92 2813 0
92 414 2817 0
414 93 2821 0
93 415 2825 0
415 94 2829 0
