377
244 245 558 0
245 246 555 0
246 247 553 0
247 248 551 0
248 249 549 0
249 250 546 0
250 251 544 0
251 252 541 0
252 253 535 0
253 254 354 0
254 255 348 0
255 256 96 0
256 257 86 0
257 258 81 0
258 259 61 0
259 260 47 0
260 5 45 0
5 261 43 0
261 262 34 0
262 263 29 0
263 264 14 0
264 6 2 0
6 265 2 0
265 266 13 0
266 267 31 0
267 268 38 0
268 269 40 0
269 270 67 0
270 271 72 0
271 272 87 0
272 273 332 0
273 274 329 0
274 275 327 0
275 276 325 0
276 277 322 0
277 278 320 0
278 279 318 0
279 280 315 0
280 281 313 0
281 282 311 0
282 283 308 0
283 284 306 0
284 285 304 0
285 286 302 0
286 287 300 0
287 288 298 0
288 289 295 0
289 290 293 0
290 291 291 0
291 292 289 0
292 293 287 0
293 294 285 0
294 295 282 0
295 296 280 0
296 297 278 0
297 298 275 0
298 299 273 0
299 300 271 0
300 301 268 0
301 302 266 0
302 303 264 0
303 304 261 0
304 305 259 0
305 306 257 0
306 307 254 0
307 308 252 0
308 309 250 0
309 310 248 0
310 311 246 0
311 312 244 0
312 313 242 0
313 314 240 0
314 315 238 0
315 316 235 0
316 317 233 0
317 318 231 0
318 319 228 0
319 320 226 0
320 321 224 0
321 322 222 0
322 323 220 0
323 324 218 0
324 325 216 0
325 326 214 0
326 327 212 0
327 328 209 0
328 329 207 0
329 330 205 0
330 331 202 0
331 332 200 0
332 333 198 0
333 334 196 0
334 335 194 0
335 336 192 0
336 337 190 0
337 338 188 0
338 339 186 0
339 340 184 0
340 341 182 0
341 342 180 0
342 343 178 0
343 344 176 0
344 345 174 0
345 346 172 0
346 347 170 0
347 348 168 0
348 349 165 0
349 350 163 0
350 351 161 0
351 352 158 0
352 353 156 0
353 354 154 0
354 355 151 0
355 356 149 0
356 357 147 0
357 358 144 0
358 359 142 0
359 360 140 0
360 361 137 0
361 362 135 0
362 363 133 0
363 364 130 0
364 365 128 0
365 366 126 0
366 367 123 0
367 368 121 0
368 369 119 0
369 370 116 0
370 371 114 0
371 372 112 0
372 373 110 0
373 374 106 0
374 375 99 0
375 376 63 0
376 377 17 0
377 1 1 0
0
