1657
1 330 1 0
330 331 1312 0
331 2 8 0
2 332 7 0
332 3 9 0
3 333 11 0
333 4 15 0
4 334 17 0
334 5 19 0
5 335 21 0
335 6 23 0
6 336 25 0
336 7 27 0
7 337 29 0
337 8 31 0
8 338 33 0
338 9 35 0
9 339 37 0
339 10 39 0
10 340 41 0
340 11 43 0
11 341 45 0
341 12 47 0
12 342 49 0
342 13 51 0
13 343 53 0
343 14 55 0
14 344 57 0
344 15 59 0
15 345 61 0
345 16 63 0
16 346 65 0
346 17 67 0
17 347 69 0
347 18 71 0
18 348 73 0
348 19 75 0
19 349 77 0
349 20 79 0
20 350 81 0
350 21 83 0
21 351 85 0
351 22 87 0
22 352 89 0
352 23 91 0
23 353 93 0
353 24 95 0
24 354 97 0
354 25 99 0
25 355 101 0
355 26 103 0
26 356 105 0
356 27 107 0
27 357 109 0
357 28 111 0
28 358 113 0
358 29 115 0
29 359 117 0
359 30 119 0
30 360 121 0
360 31 123 0
31 361 125 0
361 32 127 0
32 362 129 0
362 33 131 0
33 363 133 0
363 34 135 0
34 364 137 0
364 35 139 0
35 365 141 0
365 36 143 0
36 366 145 0
366 37 147 0
37 367 149 0
367 38 151 0
38 368 153 0
368 39 155 0
39 369 157 0
369 40 159 0
40 370 161 0
370 41 163 0
41 371 165 0
371 42 167 0
42 372 169 0
372 43 171 0
43 373 173 0
373 44 175 0
44 374 177 0
374 45 179 0
45 375 181 0
375 46 183 0
46 376 185 0
376 47 187 0
47 377 189 0
377 48 191 0
48 378 193 0
378 49 195 0
49 379 197 0
379 50 199 0
50 380 201 0
380 51 203 0
51 381 205 0
381 52 207 0
52 382 209 0
382 53 211 0
53 383 213 0
383 54 215 0
54 384 217 0
384 55 219 0
55 385 221 0
385 56 223 0
56 386 225 0
386 57 227 0
57 387 229 0
387 58 231 0
58 388 233 0
388 59 235 0
59 389 237 0
389 60 239 0
60 390 241 0
390 61 243 0
61 391 245 0
391 62 247 0
62 392 249 0
392 63 251 0
63 393 253 0
393 64 255 0
64 394 257 0
394 65 259 0
65 395 261 0
395 66 263 0
66 396 265 0
396 67 267 0
67 397 269 0
397 68 271 0
68 398 273 0
398 69 275 0
69 399 277 0
399 70 279 0
70 400 281 0
400 71 283 0
71 401 285 0
401 72 287 0
72 402 289 0
402 73 291 0
73 403 293 0
403 74 295 0
74 404 297 0
404 75 299 0
75 405 301 0
405 76 303 0
76 406 305 0
406 77 307 0
77 407 309 0
407 78 311 0
78 408 313 0
408 79 315 0
79 409 317 0
409 80 319 0
80 410 321 0
410 81 323 0
81 411 325 0
411 82 327 0
82 412 329 0
412 83 331 0
83 413 333 0
413 84 335 0
84 414 337 0
414 85 339 0
85 415 341 0
415 86 343 0
86 416 345 0
416 87 347 0
87 417 349 0
417 88 351 0
88 418 353 0
418 89 355 0
89 419 357 0
419 90 359 0
90 420 361 0
420 91 363 0
91 421 365 0
421 92 367 0
92 422 369 0
422 93 371 0
93 423 373 0
423 94 375 0
94 424 377 0
424 95 379 0
95 425 381 0
425 96 383 0
96 426 385 0
426 97 387 0
97 427 389 0
427 98 391 0
98 428 393 0
428 99 395 0
99 429 397 0
429 100 399 0
100 430 401 0
430 101 403 0
101 431 405 0
431 102 407 0
102 432 409 0
432 103 411 0
103 433 413 0
433 104 415 0
104 434 417 0
434 105 419 0
105 435 421 0
435 106 423 0
106 436 425 0
436 107 427 0
107 437 429 0
437 108 431 0
108 438 433 0
438 109 435 0
109 439 437 0
439 110 439 0
110 440 441 0
440 111 443 0
111 441 445 0
441 112 447 0
112 442 449 0
442 113 451 0
113 443 453 0
443 114 455 0
114 444 457 0
444 115 459 0
115 445 461 0
445 116 463 0
116 446 465 0
446 117 467 0
117 447 469 0
447 118 471 0
118 448 473 0
448 119 475 0
119 449 477 0
449 120 479 0
120 450 481 0
450 121 483 0
121 451 485 0
451 122 487 0
122 452 489 0
452 123 491 0
123 453 493 0
453 124 495 0
124 454 497 0
454 125 499 0
125 455 501 0
455 126 503 0
126 456 505 0
456 127 507 0
127 457 509 0
457 128 511 0
128 458 513 0
458 129 515 0
129 459 517 0
459 130 519 0
130 460 521 0
460 131 523 0
131 461 525 0
461 132 527 0
132 462 529 0
462 133 531 0
